1,KITUI,AFYA BORA CLINIC MUTOMO
2,KITUI,AIC MULANGO HEALTH CENTRE
3,KITUI,AIC ZOMBE DISPENSARY
4,KITUI,IKUTHA FAITH NURSING HOME
5,KITUI,IKUTHA MEDICARE CLINIC
6,KITUI,JORDAN HOSPITAL
7,KITUI,KAVISUNI CATHOLIC DISPENSARY
8,KITUI,MUMBUNI MATERNITY & NURSING HOME
9,KITUI,MUTHALE MISSION HOSPITAL (KITUI)
10,KITUI,MUTOMO MISSION HOSPITAL (MUTOMO)
11,KITUI,MWINGI FAMILY NURSING HOME
12,KITUI,NEEMA HOSPITAL
13,KITUI,REHOBOTH MATERNITY & NURSING HOME
14,KITUI,TAHIDI NURSING HOME (MWINGI)
15,KITUI,TEI WA YESU HOSPITAL
16,KITUI,THE KITUI MATERNITY & NURSING HOME
17,MWINGI,MWINGI MEDICARE CENTRE
18,MWINGI,MWINGI NURSING HOME
19,KITUI,IKANGA SUB-DISTRICT HOSPITAL
20,KITUI,KANYANGI SUB-DISTRICT HOSPITAL
21,KITUI,KATULANI SUB-DISTRICT HOSPITAL
22,KITUI,KAUWI SUB-DISTRICT HOSPITAL
23,KITUI,KITUI DISTRICT HOSPITAL
24,KITUI,KYUSO DISTRICT HOSPITAL
25,KITUI,MIGWANI SUB-DISTRICT HOSPITAL
26,KITUI,MIVUKONI HEALTH CENTRE
27,KITUI,MUTITU SUB-DISTRICT HOSPITAL
28,KITUI,MWINGI HOSPITAL (KITUI)
29,KITUI,NGOMENI MODEL HEALTH CENTRE
30,KITUI,NUU SUB-DISTRICT HOSPITAL
31,KITUI,TSEIKURU SUB-DISTRICT HOSPITAL
32,KITUI,YATTA HEALTH CENTRE
33,KITUI,KATSE HEALTH CENTRE
34,KITUI,WAITA HEALTH CENTRE
,,KWALE COUNTY
1,UKUNDA,DIANI BEACH HOSPITAL
2,UKUNDA,PALM BEACH HOSPITAL
3,UKUNDA,SAVANI MEDICAL CENTRE
4,UKUNDA,SINGAWA MEDICAL CENTRE
5,UKUNDA,ST. THOMAS MATERNITY HOSPITAL
6,UKUNDA,DIANI HEALTH CENTRE
7,UKUNDA,KINANGO HOSPITAL KWALE
8,UKUNDA,KWALE DISTRICT EYE CENTRE
