2,MOMBASA,HEALTH SOURCE MEDICAL CENTRE
3,MOMBASA,JOCHAM HOSPITAL
4,MOMBASA,KANAMAI HEALTH SERVICES
5,MOMBASA,MARIE STOPES HOSPITAL (K) MOMBASA
6,MOMBASA,MEDITRUST HEALTH CARE
7,MOMBASA,MLA LEO HEALTH CENTRE
8,MOMBASA,"SAYYID FATMAH HOSPITAL, KISAUNI"
9,MOMBASA,SEASIDE MEDICAL FACILITY NURSING
,,HOME
10,MOMBASA,THE MAKUPA HOSPITAL
11,MOMBASA,COAST GENERAL HOSPITAL (MOMBASA)
12,MOMBASA,LADY GRIGGS MATERNITY HOSPITAL
13,MOMBASA,MAINLAND HEALTH CENTRE
14,MOMBASA,MARIAKANI SUB-DISTRICT HOSPITAL
15,MOMBASA,MLALEO HEALTH CENTRE
16,MOMBASA,NYALI HEALTH CARE
17,MOMBASA,RABAI RURAL HEALTH DEMONSTRATION
,,CENTR
18,MOMBASA,TUDOR DISTRICT HOSPITAL
19,MOMBASA,TUDOR HEALTHCARE
,,MURANG’A COUNTY
1,MURANGA,MUGOIRI MEDICAL CENTRE
2,MURANG’A,AIC GITHUMU HOSPITAL
3,MURANG’A,GAICHANJIRU CATHOLIC
,,HOSPITAL(MURANGA)
4,MURANG’A,KENOL HOSPITAL
5,MURANG’A,KIMKAN HEALTH SERVICES
6,MURANG’A,KIRIAINI CONSOLATA HOSPITAL(MURANGA)
7,MURANG’A,GATURA HEALTH CENTRE
8,MURANG’A,KANDARA HEALTH CENTRE
9,MURANG’A,KANGARI HEALTH CENTRE
10,MURANG’A,KANGEMA SUB-DISTRICT HOSPITAL
11,MURANG’A,KIROGO HEALTH CENTRE
12,MURANG’A,MAKUYU HEALTH CENTRE
13,MURANG’A,NYAKIANGA HEALTH CENTRE
14,MURANG’A,SABA SABA HEALTH CENTRE
15,MURANG’A,KIRWARA SUB-DISTRICT HOSPITAL
16,MURANG’A,MARAGUA DISTRICT HOSPITAL
17,MURANG’A,MARAGUA RIDGE HEALTH CENTRE
18,MURANG’A,MURIRANJA DISTRICT HOSPITAL
,,NAIROBI COUNTY
1,BURUBURU,ARROW WEB HOSPITAL
2,BURUBURU,BURUBURU HEALTH CENTRE
3,BURUBURU,DIVINE WORD PARISH HEALTH CENTER
4,BURUBURU,EDELVALE TRUST JAMAA H$M HOSPITAL
5,BURUBURU,EMMAUS INNERCORE NURSING HOME
6,BURUBURU,EURAKA MEDICAL CENTRE
7,BURUBURU,FAMILY LIFE PROMOTION AND SERVICES
8,BURUBURU,KOMAROCK MEDICAL CENTRE
9,BURUBURU,KOMAROCK MODERN MEDICAL CENTRE
10,BURUBURU,LIVEWELL CLINIC-MATOPENI
11,BURUBURU,MARIA MAT. & NURSING HOME
12,BURUBURU,MKUNGA MATERNITY & NURSING HOME
13,BURUBURU,PATANISHO MATERNITY & NURSING HOME
14,BURUBURU,RUAI FAMILY MEDICAL CENTRE
15,BURUBURU,SOS MEDICAL CENTRE
16,BURUBURU,SOWETO KAYOLE HEALTH CENTRE
17,BURUBURU,ST. JUDES MEDICAL CENTRE
18,BURUBURU,ST. PATRICK HEALTH CARE
19,BURUBURU,THIKA ROAD HEALTH SERVICES -
,,BURUBURU HEALTH
20,BURUBURU,UMOJA HOSPITAL
21,BURUBURU,VICTORY HOSPITAL LTD
22,BURUBURU,WAMBUGU MEDICAL CENTRE
23,BURUBURU,WISDOM MEDICAL SERVICES
24,BURUBURU,MAMA LUCY KIBAKI HOSPITAL
25,EASTLEIGH,ALIF MEDICAL CENTRE
26,EASTLEIGH,CITY POINT
27,EASTLEIGH,LADNAN MEDICAL CENTRE LTD
28,EASTLEIGH,MADINA HOSPITAL LIMITED
29,EASTLEIGH,MARIE STOPES KENYA LIMITED
30,EASTLEIGH,MOTHER & CHILD HOSPITAL
31,EASTLEIGH,ST. JOSEPH NURSING HOME
32,EASTLEIGH,ST. TERESA’S PARISH DISPENSARY
33,IND. AREA,COMMUNAL ORIENTED SERVICES
,,INTERNATIONAL
34,IND. AREA,COUNTY CARE CLINIC
35,IND. AREA,EMERALD MEDICAL CENTRE
36,IND. AREA,FAIRVIEW MEDICAL CENTRE
37,IND. AREA,IMARA HEALTH CARE CENTRE
38,IND. AREA,JAMII YADHA MEDICAL CENTRE
39,IND. AREA,MARIAKANI COTTAGE HOSPITAL
40,IND. AREA,"MARIAKANI COTTAGE HOSPITAL, UTAWALA"
41,IND. AREA,MAYFLOWER HEALTH SERVICES
42,IND. AREA,MOTHER IPPOLITA CATHOLIC DISPENSARY
43,IND. AREA,NAIROBI SOUTH MEDICAL CENTRE
44,IND. AREA,OM SHANTI MEDICAL CLINIC
45,IND. AREA,PIPELINE NURSING HOME
46,IND. AREA,REINHA ROSARY DISPENSARY GITHUNGURI
