,,MAKUENI COUNTY
1,WOTE,EMALI NURSING HOME
2,WOTE,KIKOKO MISSION HOSPITAL (MACHAKOS)
3,WOTE,KILOME MATERNITY & NURSING HOME
4,WOTE,MAKINDU NURSING HOME
5,WOTE,MAKUENI HOSPITAL MACHAKOS
6,WOTE,PONYA SURGICAL AND NURSING HOME
7,WOTE,EKALAKALA HEALTH CENTRE
8,WOTE,KANZOKEA HEALTH CENTRE
9,WOTE,KATHONZWENI HEALTH CENTRE
10,WOTE,KIBWEZI SUB-DISTRICT HOSPITAL
11,WOTE,KILUNGU SUB-DISTRICT HOSPITAL
12,WOTE,KITISE HEALTH CENTRE
13,WOTE,MAKINDU DISTRICT HOSPITAL
14,WOTE,MAKUYUNI HEALTH CENTRE
15,WOTE,MASIMBA HEALTH CENTRE
16,WOTE,MATILIKU DISTRICT HOSPITAL
17,WOTE,MAVINDINI HEALTH CENTRE
18,WOTE,MBOONI SUB-DISTRICT HOSPITAL
19,WOTE,MTITO ANDEI HEALTH CENTRE
20,WOTE,TAWA SUB-DISTRICT HOSPITAL
21,WOTE,TULIMANI HEALTH CENTRE
,,MANDERA COUNTY
1,MANDERA,BLUE LIGHT NURSING HOME
2,MANDERA,BULLA MPYA NURSING HOME
3,MANDERA,ZONAL ANNEX NURSING HOME
4,MANDERA,DISTRICT HOSPITAL MANDERA
5,MANDERA,ELWAK DISTRICT HOSPITAL
6,MANDERA,RHAMU DISTRICT HOSPITAL
,,MARSABIT COUNTY
1,MARSABIT,AIC GATAB HEALTH CENTRE
2,MARSABIT,MARSABIT MEDICAL CLINIC
3,MARSABIT,MARSABIT MODERN MEDICAL SERVICES
4,MARSABIT,MARSABIT DISTRICT HOSPITAL
5,MOYALE,AFYA NURSING HOME MOYALE
6,MOYALE,AL-BILAL NURSING HOME
7,MOYALE,BURQA MEDICAL CLINIC
8,MOYALE,CROSSROADS NURSING HOME
9,MOYALE,MOYALE NURSING HOME
10,MOYALE,SOLOLO MISSION HOSPITAL SOLOLO
11,MOYALE,TAQWA NURSING HOME
12,MOYALE,MOYALE DISTRICT HOSPITAL
,,MERU COUNTY
1,MAUA,LAARE NURSING & MATERNITY HOME
2,MAUA,MAUA MED COTTAGE MAT NURSING HOME
3,MAUA,ROBINS HEALTHCARE LTD
4,MAUA,ROSMEGG MEDICAL CLINIC -KANGETA
5,MAUA,TUURU COTTOLENGO HEALTH CENTRE
6,MERU,COTTOLENGO MISSION HOSPITAL
7,MERU,JEKIM MEDICAL CENTRE
8,MERU,MAUA METHODIST HOSPITAL (MERU)
9,MERU,MILIMANI MATERNITY & NURSING HOME
,,(MERU)
10,MERU,MUKOTHIMA C.C.M HEALTH CENTRE
11,MERU,MUTUATI CATHOLIC MISSION HOSPITAL
12,MERU,MUTUATI NURSING & MATERNITY HOME
13,MERU,NKUBU MEDICARE MEDICAL CENTRE
14,MERU,RUIRI CATHOLIC MISSION HEALTH CENTRE
15,MERU,ST. LUKE COTTAGE HOSPITAL KIAMURI
16,MERU,ST.THERESA’S MISSION HOSPITAL-KIIRUA
17,MERU,WOODLANDS HOSPITAL MERU
18,MERU,KARIMONGA DISPENSARY
19,MAUA,MBEU SUB DISTRICT HOSPITAL
20,MAUA,MIATHENE DISTRICT HOSPITAL
21,MAUA,MUTHARA SUB - DISTRICT HOSPITAL
22,MAUA,NYAMBENE DISTRICT HOSPITAL
23,MERU,GIAKI SUB DISTRICT HOSPITAL
24,MERU,GITHONGO DISTRICT HOSPITAL
25,MERU,KANYAKINE SUB-DISTRICT HOSPITAL
26,MERU,MERU DISTRICT HOSPITAL(GENERAL)
27,MERU,MIKINDURI SUB-DISTRICT HOSPITAL
28,MERU,MIKUMBUNE SUB DISTRICT HOSPITAL
29,MERU,MUTUATI SUB DISTRICT HOSPITAL
30,MERU,NKUBU HEALTH CENTRE
31,MERU,RUIRI RURAL DEMONSTRATION HEALTH
,,CENTRE
,,MIGORI COUNTY
1,MIGORI,AFYA HEALTH SYSTEM SERVICES
2,MIGORI,ALPHA COMMUNITY AND NURSING HOME
3,MIGORI,GENTONTIRA MEDICAL CENTRE
4,MIGORI,KEHANCHA MOTHER & CHILD
5,MIGORI,LADOPHARMA MEDICAL CENTRE
6,MIGORI,MAMA NURSING HOME
7,MIGORI,OASIS DOCTORS PLAZA-MIGORI
8,MIGORI,OGADA HEALTH CENTRE
9,MIGORI,OJELE MEMORIAL HOSPITAL
10,MIGORI,ORUBA NURSING & MATERNITY HOME LTD
